date,best buy stock,bby
2023-07-23,64,80
2023-07-24,62,68
2023-07-25,100,76
2023-07-26,74,70
2023-07-27,72,55
2023-07-28,80,60
2023-07-29,83,61
2023-07-30,65,55
2023-07-31,81,61
2023-08-01,93,71
2023-08-02,75,66
2023-08-03,81,63
2023-08-04,95,52
2023-08-05,61,44
2023-08-06,59,63
2023-08-07,84,58
2023-08-08,83,64
2023-08-09,69,58
2023-08-10,83,68
2023-08-11,83,59
2023-08-12,70,58
2023-08-13,51,69
2023-08-14,91,65
2023-08-15,74,55
2023-08-16,83,62
2023-08-17,77,52
2023-08-18,79,69
2023-08-19,40,62
2023-08-20,42,64
2023-08-21,79,68
