date,best buy stock,bby
2022-05-25,100,79
2022-05-26,85,69
2022-05-27,77,81
2022-05-28,58,62
2022-05-29,42,48
2022-05-30,47,59
2022-05-31,69,50
2022-06-01,76,65
2022-06-02,67,57
2022-06-03,77,62
2022-06-04,57,49
2022-06-05,58,55
2022-06-06,76,63
2022-06-07,82,63
2022-06-08,69,58
2022-06-09,70,49
2022-06-10,81,58
2022-06-11,58,50
2022-06-12,59,51
2022-06-13,90,61
2022-06-14,94,47
2022-06-15,81,55
2022-06-16,92,55
2022-06-17,80,48
2022-06-18,68,39
2022-06-19,61,62
2022-06-20,53,49
2022-06-21,77,59
2022-06-22,70,55
2022-06-23,68,72
