date,best buy stock,bby
2021-05-01,54,16
2021-05-02,46,26
2021-05-03,65,25
2021-05-04,81,28
2021-05-05,100,29
2021-05-06,99,23
2021-05-07,83,21
2021-05-08,77,17
2021-05-09,67,20
2021-05-10,89,24
2021-05-11,88,26
2021-05-12,75,29
2021-05-13,78,24
2021-05-14,75,27
2021-05-15,47,27
2021-05-16,45,22
2021-05-17,62,22
2021-05-18,59,26
2021-05-19,59,21
2021-05-20,58,26
2021-05-21,52,27
2021-05-22,41,23
2021-05-23,39,28
2021-05-24,51,23
2021-05-25,61,26
2021-05-26,57,24
2021-05-27,69,46
2021-05-28,53,25
2021-05-29,41,25
2021-05-30,41,25
