date,best buy stock,bby
2023-10-16,83,65
2023-10-17,88,59
2023-10-18,75,66
2023-10-19,86,67
2023-10-20,85,75
2023-10-21,36,61
2023-10-22,43,44
2023-10-23,83,69
2023-10-24,84,69
2023-10-25,79,65
2023-10-26,76,55
2023-10-27,70,73
2023-10-28,51,58
2023-10-29,51,61
2023-10-30,70,65
2023-10-31,79,52
2023-11-01,67,67
2023-11-02,78,67
2023-11-03,90,77
2023-11-04,50,54
2023-11-05,51,57
2023-11-06,87,55
2023-11-07,90,67
2023-11-08,85,57
2023-11-09,88,67
2023-11-10,81,55
2023-11-11,53,62
2023-11-12,66,62
2023-11-13,72,63
2023-11-14,100,59
