date,best buy stock,bby
2021-02-10,100,17
2021-02-11,95,19
2021-02-12,84,20
2021-02-13,62,14
2021-02-14,56,13
2021-02-15,55,18
2021-02-16,76,19
2021-02-17,66,19
2021-02-18,65,17
2021-02-19,73,20
2021-02-20,57,18
2021-02-21,50,14
2021-02-22,59,21
2021-02-23,64,18
2021-02-24,65,22
2021-02-25,83,34
2021-02-26,76,24
2021-02-27,52,17
2021-02-28,42,15
2021-03-01,55,26
2021-03-02,53,21
2021-03-03,53,21
2021-03-04,54,20
2021-03-05,63,22
2021-03-06,42,16
2021-03-07,37,13
2021-03-08,46,19
2021-03-09,54,22
2021-03-10,53,16
2021-03-11,44,16
