date,best buy stock,bby
2022-01-25,100,42
2022-01-26,88,35
2022-01-27,76,48
2022-01-28,96,49
2022-01-29,65,37
2022-01-30,62,44
2022-01-31,80,47
2022-02-01,87,41
2022-02-02,74,52
2022-02-03,100,44
2022-02-04,90,44
2022-02-05,60,37
2022-02-06,53,39
2022-02-07,82,36
2022-02-08,72,47
2022-02-09,73,41
2022-02-10,77,43
2022-02-11,87,53
2022-02-12,56,40
2022-02-13,54,40
2022-02-14,69,43
2022-02-15,70,35
2022-02-16,76,45
2022-02-17,81,38
2022-02-18,64,40
2022-02-19,55,39
2022-02-20,54,33
2022-02-21,56,36
2022-02-22,76,58
2022-02-23,73,45
