date,best buy stock,bby
2024-01-06,48,47
2024-01-07,56,49
2024-01-08,85,42
2024-01-09,85,52
2024-01-10,87,49
2024-01-11,88,43
2024-01-12,77,41
2024-01-13,57,49
2024-01-14,43,44
2024-01-15,48,39
2024-01-16,62,57
2024-01-17,73,48
2024-01-18,67,42
2024-01-19,67,56
2024-01-20,58,47
2024-01-21,58,63
2024-01-22,74,45
2024-01-23,94,46
2024-01-24,94,50
2024-01-25,95,45
2024-01-26,90,53
2024-01-27,57,48
2024-01-28,60,64
2024-01-29,70,43
2024-01-30,98,53
2024-01-31,89,49
2024-02-01,100,46
2024-02-02,91,41
2024-02-03,61,42
2024-02-04,59,43
