date,best buy stock,bby
2024-10-01,91,77
2024-10-02,100,54
2024-10-03,88,51
2024-10-04,94,51
2024-10-05,51,47
2024-10-06,62,55
2024-10-07,91,64
2024-10-08,78,47
2024-10-09,88,55
2024-10-10,97,55
2024-10-11,98,52
2024-10-12,61,63
2024-10-13,64,55
2024-10-14,93,45
2024-10-15,93,53
2024-10-16,95,46
2024-10-17,86,64
2024-10-18,86,55
2024-10-19,55,54
2024-10-20,51,55
2024-10-21,79,57
2024-10-22,85,56
2024-10-23,86,58
2024-10-24,85,57
2024-10-25,86,57
2024-10-26,48,52
2024-10-27,49,51
2024-10-28,84,53
2024-10-29,93,55
2024-10-30,93,60
