date,best buy stock,bby
2022-07-17,41,41
2022-07-18,49,45
2022-07-19,72,48
2022-07-20,66,47
2022-07-21,71,40
2022-07-22,60,46
2022-07-23,44,33
2022-07-24,49,45
2022-07-25,67,44
2022-07-26,54,40
2022-07-27,65,50
2022-07-28,79,52
2022-07-29,79,52
2022-07-30,51,40
2022-07-31,43,37
2022-08-01,63,46
2022-08-02,69,40
2022-08-03,66,39
2022-08-04,59,45
2022-08-05,60,55
2022-08-06,51,44
2022-08-07,46,38
2022-08-08,78,100
2022-08-09,67,57
2022-08-10,72,55
2022-08-11,70,49
2022-08-12,74,60
2022-08-13,46,50
2022-08-14,49,40
2022-08-15,66,63
