date,best buy stock,bby
2023-10-07,45,58
2023-10-08,53,69
2023-10-09,76,69
2023-10-10,99,64
2023-10-11,92,65
2023-10-12,85,70
2023-10-13,78,67
2023-10-14,54,80
2023-10-15,61,84
2023-10-16,89,74
2023-10-17,96,60
2023-10-18,83,74
2023-10-19,94,75
2023-10-20,94,80
2023-10-21,39,64
2023-10-22,44,49
2023-10-23,94,70
2023-10-24,84,73
2023-10-25,84,74
2023-10-26,84,66
2023-10-27,84,79
2023-10-28,49,62
2023-10-29,55,70
2023-10-30,75,72
2023-10-31,85,56
2023-11-01,76,74
2023-11-02,83,69
2023-11-03,100,86
2023-11-04,57,59
2023-11-05,56,57
