date,best buy stock,bby
2022-12-11,58,68
2022-12-12,77,57
2022-12-13,100,69
2022-12-14,86,58
2022-12-15,82,69
2022-12-16,83,69
2022-12-17,55,46
2022-12-18,55,47
2022-12-19,67,62
2022-12-20,87,56
2022-12-21,81,56
2022-12-22,91,58
2022-12-23,88,62
2022-12-24,58,55
2022-12-25,51,52
2022-12-26,73,63
2022-12-27,82,58
2022-12-28,94,53
2022-12-29,97,52
2022-12-30,78,57
2022-12-31,53,60
2023-01-01,51,49
2023-01-02,82,43
2023-01-03,79,55
2023-01-04,90,44
2023-01-05,76,79
2023-01-06,79,68
2023-01-07,61,62
2023-01-08,50,46
2023-01-09,90,57
