date,best buy stock,bby
2021-07-16,82,49
2021-07-17,71,45
2021-07-18,69,39
2021-07-19,100,54
2021-07-20,98,50
2021-07-21,89,41
2021-07-22,85,47
2021-07-23,89,35
2021-07-24,68,53
2021-07-25,61,40
2021-07-26,97,52
2021-07-27,92,50
2021-07-28,72,52
2021-07-29,76,44
2021-07-30,81,48
2021-07-31,55,42
2021-08-01,52,54
2021-08-02,78,46
2021-08-03,88,46
2021-08-04,68,38
2021-08-05,81,42
2021-08-06,87,42
2021-08-07,53,37
2021-08-08,66,37
2021-08-09,87,34
2021-08-10,95,47
2021-08-11,81,50
2021-08-12,92,42
2021-08-13,96,44
2021-08-14,67,43
