date,best buy stock,bby
2023-01-01,56,53
2023-01-02,90,47
2023-01-03,87,61
2023-01-04,98,48
2023-01-05,84,87
2023-01-06,87,75
2023-01-07,67,69
2023-01-08,55,51
2023-01-09,99,62
2023-01-10,94,80
2023-01-11,88,93
2023-01-12,90,88
2023-01-13,89,94
2023-01-14,58,59
2023-01-15,61,65
2023-01-16,65,59
2023-01-17,76,90
2023-01-18,77,66
2023-01-19,83,78
2023-01-20,85,55
2023-01-21,69,51
2023-01-22,57,47
2023-01-23,100,58
2023-01-24,79,57
2023-01-25,85,71
2023-01-26,87,75
2023-01-27,91,61
2023-01-28,58,61
2023-01-29,79,54
2023-01-30,95,76
