date,best buy stock,bby
2021-09-05,61,37
2021-09-06,66,50
2021-09-07,64,31
2021-09-08,84,43
2021-09-09,71,38
2021-09-10,81,39
2021-09-11,47,25
2021-09-12,45,35
2021-09-13,69,44
2021-09-14,73,35
2021-09-15,91,36
2021-09-16,70,40
2021-09-17,76,34
2021-09-18,61,40
2021-09-19,42,47
2021-09-20,74,42
2021-09-21,86,40
2021-09-22,81,34
2021-09-23,100,48
2021-09-24,70,52
2021-09-25,51,37
2021-09-26,62,37
2021-09-27,86,48
2021-09-28,89,53
2021-09-29,75,54
2021-09-30,85,50
2021-10-01,95,52
2021-10-02,58,39
2021-10-03,52,36
2021-10-04,77,43
