date,best buy stock,bby
2023-09-19,100,66
2023-09-20,69,59
2023-09-21,83,63
2023-09-22,99,71
2023-09-23,57,75
2023-09-24,61,64
2023-09-25,79,77
2023-09-26,78,54
2023-09-27,82,79
2023-09-28,95,63
2023-09-29,90,59
2023-09-30,50,74
2023-10-01,40,60
2023-10-02,94,66
2023-10-03,94,67
2023-10-04,91,58
2023-10-05,92,59
2023-10-06,82,68
2023-10-07,44,57
2023-10-08,52,68
2023-10-09,75,67
2023-10-10,97,63
2023-10-11,91,64
2023-10-12,84,68
2023-10-13,77,66
2023-10-14,53,78
2023-10-15,60,82
2023-10-16,88,73
2023-10-17,94,59
2023-10-18,81,72
