date,best buy stock,bby
2021-09-27,72,41
2021-09-28,74,44
2021-09-29,63,45
2021-09-30,72,42
2021-10-01,80,43
2021-10-02,49,33
2021-10-03,44,30
2021-10-04,65,36
2021-10-05,76,43
2021-10-06,73,32
2021-10-07,70,32
2021-10-08,85,26
2021-10-09,58,37
2021-10-10,49,27
2021-10-11,68,31
2021-10-12,70,31
2021-10-13,70,41
2021-10-14,72,35
2021-10-15,75,31
2021-10-16,52,35
2021-10-17,47,31
2021-10-18,64,39
2021-10-19,82,30
2021-10-20,81,39
2021-10-21,74,33
2021-10-22,84,39
2021-10-23,52,26
2021-10-24,54,35
2021-10-25,81,47
2021-10-26,100,39
