date,best buy stock,bby
2023-12-26,89,60
2023-12-27,97,48
2023-12-28,83,60
2023-12-29,89,57
2023-12-30,67,55
2023-12-31,48,56
2024-01-01,40,47
2024-01-02,88,54
2024-01-03,80,63
2024-01-04,85,53
2024-01-05,81,54
2024-01-06,51,50
2024-01-07,59,53
2024-01-08,90,44
2024-01-09,91,55
2024-01-10,93,52
2024-01-11,93,46
2024-01-12,82,43
2024-01-13,61,52
2024-01-14,46,47
2024-01-15,51,42
2024-01-16,66,60
2024-01-17,77,51
2024-01-18,72,45
2024-01-19,71,60
2024-01-20,62,50
2024-01-21,62,67
2024-01-22,79,47
2024-01-23,100,49
2024-01-24,100,53
