date,best buy stock,bby
2023-01-02,88,47
2023-01-03,86,60
2023-01-04,97,47
2023-01-05,82,85
2023-01-06,85,74
2023-01-07,66,67
2023-01-08,54,50
2023-01-09,97,61
2023-01-10,92,79
2023-01-11,86,91
2023-01-12,88,87
2023-01-13,88,92
2023-01-14,57,58
2023-01-15,60,64
2023-01-16,64,58
2023-01-17,75,88
2023-01-18,76,65
2023-01-19,81,76
2023-01-20,84,54
2023-01-21,68,50
2023-01-22,56,47
2023-01-23,98,57
2023-01-24,78,56
2023-01-25,83,70
2023-01-26,85,73
2023-01-27,89,60
2023-01-28,57,60
2023-01-29,77,53
2023-01-30,93,74
2023-01-31,100,54
