date,best buy stock,bby
2024-04-10,83,78
2024-04-11,89,57
2024-04-12,96,60
2024-04-13,56,57
2024-04-14,57,60
2024-04-15,100,64
2024-04-16,96,59
2024-04-17,99,58
2024-04-18,85,66
2024-04-19,93,52
2024-04-20,44,56
2024-04-21,52,53
2024-04-22,91,69
2024-04-23,84,59
2024-04-24,79,64
2024-04-25,96,76
2024-04-26,78,55
2024-04-27,61,66
2024-04-28,56,51
2024-04-29,80,59
2024-04-30,89,65
2024-05-01,84,72
2024-05-02,62,72
2024-05-03,83,69
2024-05-04,54,65
2024-05-05,55,71
2024-05-06,82,62
2024-05-07,97,70
2024-05-08,86,69
2024-05-09,81,64
