date,best buy stock,bby
2024-01-24,90,48
2024-01-25,91,43
2024-01-26,86,51
2024-01-27,55,46
2024-01-28,58,61
2024-01-29,67,41
2024-01-30,94,51
2024-01-31,86,47
2024-02-01,96,44
2024-02-02,87,39
2024-02-03,58,40
2024-02-04,57,42
2024-02-05,100,47
2024-02-06,84,53
2024-02-07,92,45
2024-02-08,90,48
2024-02-09,83,51
2024-02-10,69,48
2024-02-11,60,40
2024-02-12,81,47
2024-02-13,82,50
2024-02-14,90,43
2024-02-15,93,51
2024-02-16,86,51
2024-02-17,65,42
2024-02-18,54,47
2024-02-19,64,41
2024-02-20,94,40
2024-02-21,88,54
2024-02-22,93,44
