date,best buy stock,bby
2022-11-24,60,57
2022-11-25,100,79
2022-11-26,61,51
2022-11-27,62,52
2022-11-28,76,57
2022-11-29,81,50
2022-11-30,74,52
2022-12-01,83,60
2022-12-02,86,46
2022-12-03,60,48
2022-12-04,43,42
2022-12-05,64,61
2022-12-06,76,55
2022-12-07,77,57
2022-12-08,76,48
2022-12-09,80,47
2022-12-10,47,63
2022-12-11,53,62
2022-12-12,70,51
2022-12-13,91,62
2022-12-14,79,52
2022-12-15,74,62
2022-12-16,75,62
2022-12-17,50,42
2022-12-18,50,42
2022-12-19,61,57
2022-12-20,79,51
2022-12-21,73,51
2022-12-22,82,53
2022-12-23,80,56
