date,best buy stock,bby
2023-02-13,86,82
2023-02-14,97,48
2023-02-15,100,59
2023-02-16,90,44
2023-02-17,88,57
2023-02-18,53,51
2023-02-19,62,53
2023-02-20,58,49
2023-02-21,64,54
2023-02-22,70,50
2023-02-23,88,51
2023-02-24,94,54
2023-02-25,53,62
2023-02-26,63,50
2023-02-27,76,64
2023-02-28,75,58
2023-03-01,84,63
2023-03-02,87,81
2023-03-03,89,56
2023-03-04,46,52
2023-03-05,50,48
2023-03-06,76,63
2023-03-07,81,57
2023-03-08,75,55
2023-03-09,64,61
2023-03-10,81,47
2023-03-11,70,45
2023-03-12,49,61
2023-03-13,90,67
2023-03-14,87,70
