date,best buy stock,bby
2022-06-24,72,61
2022-06-25,69,58
2022-06-26,66,71
2022-06-27,77,57
2022-06-28,76,48
2022-06-29,85,82
2022-06-30,97,79
2022-07-01,85,56
2022-07-02,78,60
2022-07-03,54,73
2022-07-04,62,53
2022-07-05,78,55
2022-07-06,80,61
2022-07-07,92,79
2022-07-08,84,67
2022-07-09,66,55
2022-07-10,56,64
2022-07-11,96,57
2022-07-12,89,64
2022-07-13,98,58
2022-07-14,92,57
2022-07-15,88,71
2022-07-16,70,52
2022-07-17,57,56
2022-07-18,68,63
2022-07-19,100,67
2022-07-20,91,65
2022-07-21,99,56
2022-07-22,84,63
2022-07-23,61,46
