date,best buy stock,bby
2023-10-17,84,57
2023-10-18,72,63
2023-10-19,82,64
2023-10-20,81,72
2023-10-21,34,58
2023-10-22,41,42
2023-10-23,79,66
2023-10-24,81,66
2023-10-25,75,62
2023-10-26,73,52
2023-10-27,67,70
2023-10-28,49,56
2023-10-29,49,58
2023-10-30,67,62
2023-10-31,75,50
2023-11-01,65,64
2023-11-02,75,64
2023-11-03,86,74
2023-11-04,48,52
2023-11-05,49,55
2023-11-06,84,52
2023-11-07,86,65
2023-11-08,82,55
2023-11-09,84,65
2023-11-10,77,52
2023-11-11,51,59
2023-11-12,63,60
2023-11-13,69,60
2023-11-14,96,57
2023-11-15,100,76
