date,best buy stock,bby
2021-11-29,100,51
2021-11-30,94,52
2021-12-01,76,41
2021-12-02,100,51
2021-12-03,96,45
2021-12-04,67,32
2021-12-05,61,37
2021-12-06,82,41
2021-12-07,85,49
2021-12-08,82,48
2021-12-09,78,42
2021-12-10,72,44
2021-12-11,65,30
2021-12-12,42,32
2021-12-13,71,37
2021-12-14,72,54
2021-12-15,68,39
2021-12-16,74,37
2021-12-17,67,41
2021-12-18,65,44
2021-12-19,63,37
2021-12-20,76,50
2021-12-21,96,43
2021-12-22,72,40
2021-12-23,90,41
2021-12-24,81,34
2021-12-25,58,26
2021-12-26,64,36
2021-12-27,96,40
2021-12-28,78,40
