date,best buy stock,bby
2021-02-09,100,18
2021-02-10,91,16
2021-02-11,86,17
2021-02-12,76,18
2021-02-13,56,13
2021-02-14,50,12
2021-02-15,50,17
2021-02-16,69,18
2021-02-17,59,17
2021-02-18,59,16
2021-02-19,67,18
2021-02-20,52,17
2021-02-21,45,13
2021-02-22,53,19
2021-02-23,58,16
2021-02-24,59,20
2021-02-25,75,30
2021-02-26,69,22
2021-02-27,47,15
2021-02-28,38,13
2021-03-01,50,24
2021-03-02,48,19
2021-03-03,48,19
2021-03-04,49,18
2021-03-05,57,20
2021-03-06,39,15
2021-03-07,33,12
2021-03-08,41,18
2021-03-09,49,20
2021-03-10,48,15
