date,best buy stock,bby
2021-08-26,100,48
2021-08-27,80,57
2021-08-28,48,31
2021-08-29,46,30
2021-08-30,65,40
2021-08-31,91,36
2021-09-01,76,42
2021-09-02,83,32
2021-09-03,68,38
2021-09-04,52,28
2021-09-05,56,34
2021-09-06,61,46
2021-09-07,59,29
2021-09-08,78,40
2021-09-09,65,35
2021-09-10,74,36
2021-09-11,43,23
2021-09-12,42,33
2021-09-13,64,41
2021-09-14,68,33
2021-09-15,84,33
2021-09-16,65,37
2021-09-17,70,31
2021-09-18,57,36
2021-09-19,38,43
2021-09-20,68,39
2021-09-21,79,37
2021-09-22,75,32
2021-09-23,92,45
2021-09-24,65,48
