date,best buy stock,bby
2021-12-06,85,43
2021-12-07,89,51
2021-12-08,85,50
2021-12-09,81,44
2021-12-10,75,46
2021-12-11,68,31
2021-12-12,44,33
2021-12-13,74,39
2021-12-14,75,56
2021-12-15,71,41
2021-12-16,77,38
2021-12-17,70,43
2021-12-18,68,45
2021-12-19,65,39
2021-12-20,79,52
2021-12-21,100,45
2021-12-22,75,42
2021-12-23,94,43
2021-12-24,85,35
2021-12-25,61,28
2021-12-26,66,38
2021-12-27,100,42
2021-12-28,82,42
2021-12-29,82,43
2021-12-30,90,49
2021-12-31,78,35
2022-01-01,67,33
2022-01-02,71,34
2022-01-03,88,37
2022-01-04,98,56
