date,best buy stock,bby
2024-01-27,45,38
2024-01-28,48,51
2024-01-29,55,34
2024-01-30,78,42
2024-01-31,71,39
2024-02-01,79,36
2024-02-02,72,33
2024-02-03,48,33
2024-02-04,47,34
2024-02-05,83,39
2024-02-06,69,44
2024-02-07,76,37
2024-02-08,74,40
2024-02-09,69,43
2024-02-10,57,40
2024-02-11,50,33
2024-02-12,67,39
2024-02-13,68,41
2024-02-14,74,36
2024-02-15,77,42
2024-02-16,71,42
2024-02-17,54,34
2024-02-18,44,39
2024-02-19,53,34
2024-02-20,78,33
2024-02-21,73,45
2024-02-22,77,36
2024-02-23,100,41
2024-02-24,53,46
2024-02-25,45,36
