date,best buy stock,bby
2024-04-09,100,67
2024-04-10,77,72
2024-04-11,83,53
2024-04-12,89,56
2024-04-13,52,52
2024-04-14,53,56
2024-04-15,93,59
2024-04-16,89,55
2024-04-17,92,53
2024-04-18,79,61
2024-04-19,86,48
2024-04-20,40,52
2024-04-21,48,49
2024-04-22,84,64
2024-04-23,78,55
2024-04-24,73,59
2024-04-25,88,70
2024-04-26,72,51
2024-04-27,57,61
2024-04-28,52,47
2024-04-29,74,55
2024-04-30,82,60
2024-05-01,78,66
2024-05-02,58,67
2024-05-03,77,64
2024-05-04,50,60
2024-05-05,51,65
2024-05-06,76,58
2024-05-07,90,64
2024-05-08,79,64
