date,best buy stock,bby
2022-04-23,67,41
2022-04-24,58,43
2022-04-25,85,51
2022-04-26,85,52
2022-04-27,83,41
2022-04-28,81,42
2022-04-29,81,40
2022-04-30,66,37
2022-05-01,57,46
2022-05-02,95,42
2022-05-03,84,50
2022-05-04,68,53
2022-05-05,77,51
2022-05-06,82,46
2022-05-07,59,44
2022-05-08,47,32
2022-05-09,90,45
2022-05-10,83,42
2022-05-11,96,44
2022-05-12,91,52
2022-05-13,89,45
2022-05-14,58,44
2022-05-15,57,41
2022-05-16,75,38
2022-05-17,73,51
2022-05-18,92,62
2022-05-19,93,64
2022-05-20,100,56
2022-05-21,65,47
2022-05-22,59,54
